"Label","original_firstorder_InterquartileRange_BMUS","original_firstorder_Kurtosis_BMUS","original_firstorder_Median_BMUS","original_firstorder_Skewness_BMUS","original_glcm_ClusterProminence_BMUS","original_glcm_Imc1_BMUS","original_glcm_MaximumProbability_BMUS","original_glszm_GrayLevelNonUniformityNormalized_BMUS","original_glszm_LargeAreaHighGrayLevelEmphasis_BMUS","original_glszm_LowGrayLevelZoneEmphasis_BMUS","original_glszm_SmallAreaEmphasis_BMUS","original_glszm_SmallAreaLowGrayLevelEmphasis_BMUS","original_glszm_ZoneEntropy_BMUS","original_gldm_DependenceEntropy_BMUS","original_gldm_LowGrayLevelEmphasis_BMUS","original_ngtdm_Busyness_BMUS","original_ngtdm_Strength_BMUS","wavelet.H_firstorder_Mean_BMUS","wavelet.H_firstorder_Median_BMUS","wavelet.H_glszm_GrayLevelVariance_BMUS","wavelet.H_glszm_HighGrayLevelZoneEmphasis_BMUS","wavelet.H_glszm_LargeAreaLowGrayLevelEmphasis_BMUS","wavelet.H_glszm_SizeZoneNonUniformity_BMUS","wavelet.H_gldm_SmallDependenceEmphasis_BMUS","wavelet.H_gldm_SmallDependenceLowGrayLevelEmphasis_BMUS","wavelet.H_ngtdm_Busyness_BMUS","wavelet.L_firstorder_Minimum_BMUS","wavelet.L_firstorder_Range_BMUS","wavelet.L_firstorder_TotalEnergy_BMUS","wavelet.L_glcm_Correlation_BMUS","wavelet.L_glcm_Imc2_BMUS","wavelet.L_glcm_MCC_BMUS","wavelet.L_glcm_MaximumProbability_BMUS","wavelet.L_glszm_LargeAreaHighGrayLevelEmphasis_BMUS","wavelet.L_glszm_LargeAreaLowGrayLevelEmphasis_BMUS","wavelet.L_gldm_GrayLevelNonUniformity_BMUS","wavelet.L_gldm_SmallDependenceHighGrayLevelEmphasis_BMUS","wavelet.L_gldm_SmallDependenceLowGrayLevelEmphasis_BMUS","wavelet.L_ngtdm_Busyness_BMUS","wavelet.L_ngtdm_Contrast_BMUS","original_firstorder_90Percentile_CEUS","original_firstorder_Range_CEUS","original_glcm_Correlation_CEUS","original_glcm_Idmn_CEUS","original_glcm_Idn_CEUS","original_glcm_Imc1_CEUS","original_glszm_GrayLevelVariance_CEUS","original_glszm_HighGrayLevelZoneEmphasis_CEUS","original_glszm_LargeAreaHighGrayLevelEmphasis_CEUS","original_glszm_SmallAreaHighGrayLevelEmphasis_CEUS","original_glszm_ZoneEntropy_CEUS","original_gldm_DependenceNonUniformityNormalized_CEUS","original_gldm_GrayLevelNonUniformity_CEUS","original_ngtdm_Coarseness_CEUS","wavelet.H_firstorder_Minimum_CEUS","wavelet.H_firstorder_Range_CEUS","wavelet.H_firstorder_RobustMeanAbsoluteDeviation_CEUS","wavelet.H_glcm_Autocorrelation_CEUS","wavelet.H_glszm_LargeAreaHighGrayLevelEmphasis_CEUS","wavelet.H_gldm_DependenceEntropy_CEUS","wavelet.H_gldm_LargeDependenceLowGrayLevelEmphasis_CEUS","wavelet.H_ngtdm_Busyness_CEUS","wavelet.L_firstorder_Maximum_CEUS","wavelet.L_firstorder_TotalEnergy_CEUS","wavelet.L_glcm_Idmn_CEUS","wavelet.L_glcm_Idn_CEUS","wavelet.L_glcm_MaximumProbability_CEUS","wavelet.L_glszm_GrayLevelVariance_CEUS","wavelet.L_glszm_ZoneVariance_CEUS","wavelet.L_ngtdm_Busyness_CEUS","wavelet.L_ngtdm_Complexity_CEUS"
0,0.698945335487957,-0.953911809185161,-1.25040131695249,-0.514695372389612,-0.524647186817524,-1.0384881296566,0.0985176613511057,0.313743588230895,-0.154858789962017,0.977993977898369,-0.165534876950763,0.715456753899921,0.576647735280583,-0.606843276209632,1.64042906487195,1.062189777366,-0.691259846892529,-0.39545452002622,-1.50736890252331,-0.10823487701207,-0.134628393317709,-0.1312950244958,0.106911065963793,0.438419234902885,0.403665072560578,-0.0689572980243364,-0.628065394604636,-0.9067226774232,-0.46962450089587,0.533647657654498,0.442099668424111,0.558886522376048,-0.0774678903250202,0.0109910964933016,-0.0103982241199032,0.00997907148216318,-0.662125184820091,0.512564040493885,0.79672297766694,0.573120944477801,-0.547632741124477,0.083520790811409,1.52456879594029,0.45764675709171,0.653909102096754,-1.48365193338613,0.758014031748533,-0.712320321934087,-0.503482376309995,-0.447842761628252,0.519672496043496,0.717417338150215,-0.161776785606188,-0.227460662490169,-0.543677754715984,0.471627351901228,-0.99269136287535,0.0389118492929347,0.268315728728141,-0.197763264482814,-0.631011189458111,-0.267163294179513,-0.0772660451123596,-0.413954019166613,0.103924732606276,-0.181397717100945,0.0692879982608868,1.70071108460256,0.200005921233427,0.0867770374981989,0.451393522651203
1,0.0416761200468841,0.231703337437833,0.722876384450956,-0.0626815201355418,-0.0989465251182567,-0.408105309629158,-0.154445638772024,-0.433894066492882,0.607176883957409,-0.754330415074579,-0.725240188112963,-0.740676788269213,0.833208054337899,0.304279951045045,-0.835194876312645,-0.235952622869595,-0.203061173915208,-0.645436863124334,-0.980064837155479,-0.108111132958569,-0.133781328117859,-0.35776284181164,0.54227318636092,0.662082957555515,0.571976195067782,0.518364406271646,-0.148754675573596,1.15756511824629,0.323908501284568,0.4538093357637,0.569927098584706,0.569215009132343,-0.51995324096464,0.0798453810957222,-0.280011741078607,0.310429850512223,-0.0284855466596936,-0.498471526267598,0.117745175643647,-0.769870251795258,1.05611441045133,1.39926808842066,0.309472627073202,0.214391731223872,-0.421618825586004,0.353430717245337,0.807636099114722,1.12083799779535,-0.150813505516385,1.73623694782314,-0.244352484804536,-0.866182340957184,-0.309249691853531,-0.522333283884244,0.132372417464979,-0.0217721190950029,0.925285459809357,-0.0618539851090442,-0.00374534268496474,-0.821825693152709,1.00933740521467,-0.3029158862838,1.30929450779835,0.101137134378836,0.507923436631921,-0.0106900341481439,-0.593488855339656,0.448256823858371,-0.360808089222261,-0.395278905489548,1.04015006589828
0,-0.240010686570718,-0.578738944628691,-0.473049495187499,-0.687267636849861,-0.576869856424417,-2.08254921816012,0.292391607109629,0.376502554422691,2.92270930048483,0.562014593755315,-3.38973928658763,-1.1727286425238,2.56580236271544,-0.797947725522724,0.191323517191735,2.72397514151676,-0.950857468998726,-0.620213588094916,-1.50736890252303,-0.108115015873052,-0.133702776432138,0.113508110339467,1.29560242845195,-0.784325832716445,-0.430182838221377,1.51320146031027,-0.597487345260691,-0.579471974767592,0.485917479212407,0.86502509777797,0.638851122850908,0.636081674960231,0.0715534945106966,3.83443445114411,0.0594865102734066,2.30076785307137,-0.448266857378661,-0.712021077605118,1.7422568626357,-1.18005233982196,0.693977956869695,-0.0176905397739182,1.2375475473628,2.2699633507237,2.90956992029961,-2.86487645745298,-0.684400610855258,0.860088309143831,7.84903360142632,-2.05795525284222,3.83338853073584,3.69207854961675,1.5970156005331,-0.783293850417668,1.17208921536115,-1.29486413322058,-3.15010722397239,-0.0598899195008437,-0.0805928083416032,0.147746635766042,-0.225538890421354,1.96250634413834,0.554888312987585,2.3151357283392,2.19648646092168,3.24596252734481,0.917737585456765,-0.796892454367944,4.07041802646854,0.0490159264976898,-1.61863273265334
0,-0.521697493188321,-0.333685273107733,0.124913444631729,-0.191972402311119,-0.591140550555161,-0.14319656491004,-0.138740725228316,0.484947951314277,0.651941243867031,-0.43332083005989,-1.0587151354323,-0.395269229033542,0.519232787841185,-0.463364638084679,-0.664387914379437,0.674964926754413,-0.812480737894517,-0.693111395421503,-0.690794384853316,-0.108109883075189,-0.133870252180337,-0.350046038769339,0.50638651515558,0.575219936563246,0.522160552858307,0.480207449474736,-0.0331206512156351,-0.240739369584909,0.0423392146266608,-0.103972763281419,0.0601144640933063,-0.288391230357523,0.288267967095293,0.0424293853254902,-0.187944303970353,0.596512507852118,-0.574630198414899,-0.305046775906525,1.1298666184877,-0.662572766615702,0.538776619620423,1.24745109254267,-0.39683775741298,0.819390373711557,0.558821189255845,0.267755177459131,-0.312660885984228,0.626582740042404,0.521128024428139,0.215617166829096,0.369218289002904,0.0323042770540647,0.289133717752403,-0.769825247117576,0.150155237703791,-0.0366468537958717,-0.48028975372198,-0.067084307676275,-0.0759204428303774,0.325130285271783,0.185772734928898,0.345292140172723,1.18140826652504,0.533480384400904,1.11208049124357,1.0662187487947,0.458395475159721,-0.511610684194227,0.0909657898451897,-0.204269774030228,0.688998389944428
0,0.135571722252752,-0.486158755857935,0.902265266396724,-0.326702734409742,-0.279777762652121,0.974093383256103,-0.40280142685497,-0.280977848423877,-0.642400047290564,-0.987965338928027,-0.494966202257921,-0.980837035227627,-1.07132064521486,0.749900013673051,-1.00007378777042,-0.766168231423816,-0.0119212341205424,-0.741103283206647,0.653084198184194,-0.108225871960181,-0.133117953892413,2.18154144256814,-0.804172306433163,-2.40409037077128,-1.61219806486937,-0.712149211014639,0.91476478748942,-0.173181262755289,-0.449965463970647,-0.201878248071581,0.234987830024521,-0.336530570929716,-0.698872614883455,-0.81205702635899,-0.40298138209382,-0.718998288146147,0.482021119967183,-0.578221422042437,-0.762311051052476,0.87162151861752,2.03905621303005,-1.08040951091985,-1.59355138526947,0.597130185131174,0.84952241583091,0.596435779491879,-1.38258124847504,1.65477746356155,1.93811947649888,0.580736623317743,0.0397750442026895,0.839495935579962,-0.367159373049026,-0.0397326100137945,0.493744612894489,-0.782221971407966,-0.902359024387333,-0.104996373195752,-0.149860640156766,0.577536816770344,0.0298048048083779,-0.544757667102154,1.18725748891739,0.0430470877237365,-0.0412513140560679,0.72168149487182,1.49830961555956,-1.28606874160381,0.503814135410935,-0.408744432259209,-1.3060273968393
1,-0.0522194821589834,1.20810409322117,-0.0544754373140396,1.17164635690248,0.545509759474537,0.137930278720838,-0.563309112992817,-0.613967324951439,-0.749744683940394,-0.19671494509459,-0.122071501607545,-0.311625609803019,0.109235035127323,0.587206299559002,-0.255950259544131,-0.626553678419443,0.910013128443436,-0.65086897026843,-0.163490319486128,-0.108163844619312,-0.134364620450714,-0.179341365164409,-0.354789981947941,0.221554365940366,0.285351243390802,-0.329477740020302,-0.440092190492653,1.21632894035254,-0.387802655382032,0.461101113727695,0.481072707579622,0.486685533447158,-0.205494722623217,-0.866126438676864,-0.221943277401523,-0.431491491065931,-0.152521803176247,0.275661673186064,-0.600243889381032,-0.559629511296373,0.435309061454242,0.083520790811409,-0.398376159634537,-0.168780086715845,-0.224599782083143,0.365248323072435,-0.522653281057987,0.575671497405869,0.0127924362151732,0.484481047822935,-0.294599521774778,-0.276341026422116,-0.546022478245326,0.0649852870862763,0.20221054575191,-0.172851792044784,0.0111309409426963,-0.0611137750755239,-0.0854861084904735,0.238447048143916,0.0929716766658561,-0.656579459906815,-0.0774808629421793,-0.468772374767488,0.446080763093963,0.373769349874121,-0.0847569253625407,-0.521002901634174,-0.0831452305515543,-0.51478375997419,0.136729290595805
1,-1.17896670862939,-0.0541721121052523,-0.652438377133267,-0.448642363433312,-0.782105184433662,1.51474831842664,2.05558088785606,1.68190562771039,-0.453823804628287,0.421564976572755,1.61345091725844,1.65249161409082,-1.66240528273508,-1.50671427666992,-0.108638981303916,-0.906195564165239,0.151948348112794,2.83034922179072,1.46965871585287,-0.10815011283403,-0.134295617150976,-0.398988474989517,-0.816825719179226,0.48659884200485,0.446827253067453,-0.809799475242929,-0.606146314181478,-1.41068709888261,-0.712129850791119,-2.43802349548394,-2.09826847263092,-1.20560912657915,1.39474818344326,-0.130201902901559,-0.306477322177371,-0.866910508278692,-0.347155069111893,-0.627337762034778,-1.08928215884392,-0.822199043757485,0.124906386955699,-0.422535862115227,-0.490890566116288,-0.948197221999934,-1.3176641751525,0.976763934887201,-0.0809454963379373,-0.15604905840026,-0.67134051220108,0.71050632098719,-1.15224466318321,-1.13745582899582,-0.753674286973034,1.18169653375069,0.125071599092436,-0.152649494109551,0.643568800260832,-0.0656742016552576,-0.0263310023673534,-0.176993740503807,0.761059538325316,-0.905774154488318,-0.648616711601682,-0.73966011155892,-1.08280312528588,-1.33029440072842,-0.581876258323924,-0.33225007088712,-0.509527300828678,-0.575642384207522,-0.406329642644543
0,0.323362926664487,-0.37053613222096,2.21778373399902,-2.17870890486893,0.192465930513212,-0.597606956804134,-0.672714349223784,-0.682142365395742,1.69832336554484,-1.31373056654477,-0.983928680647739,-1.30963986677483,0.785086268000855,0.938545195412973,-1.14598594834385,-0.0512745360118025,-0.662555045810387,-0.348749033977089,-0.401523932550166,-0.108110979598338,-0.133931974887499,-0.054866465483307,0.873074835413645,-0.0277088070940548,0.084351806265964,1.01186330447564,-0.6092137425692,1.22897454072571,2.03951452819102,0.799542894311577,0.838841215977158,0.897712463663881,-0.805106228928341,2.24997217602861,-0.410514488724301,0.740699090327344,2.4372819905604,-1.21613944336403,-0.0786409421719336,-0.308925602599407,0.952646852285147,-0.928592515041862,-2.59418094866066,-1.4573318349784,-0.941577361717162,1.77673167653475,-1.65153062736967,0.0039394739151118,-0.0732954236296966,-0.174408832507401,-1.07058485394382,-0.155940123051806,0.867747097243308,-0.918936019618054,-0.284997370249858,0.0533170178046184,0.572452812982575,-0.0736058579838067,-0.0638662889915148,-0.585736396171753,0.732561128160129,0.578929622507185,0.344014298578621,1.35308581562197,-1.03017800860085,-0.588496127327979,0.943199937774303,-1.35875192891876,-0.212590160786821,0.62785683270468,-0.939298830458649
1,-1.7423403218646,0.204133174222443,-0.413253201205576,0.549681332170074,-0.833882215537257,2.85425547933924,2.79798422719805,3.38286303838649,-0.606560298044079,-0.540458461898515,2.31439081302758,-0.179512002523365,-3.81938840019271,-2.40155626008716,-0.479911080508565,-1.08647380528266,0.515584614372723,1.26710835126946,0.125780132816375,-0.113115554965631,-0.138727119324272,-0.0241915572018201,-0.901804415588311,-1.14774739684314,-0.683950244963175,-0.878885718370801,2.58495539124994,-2.24476494483269,-0.73355526961491,-5.38614696229382,-6.3794810432614,-4.74122176618151,3.76107368618306,-1.36166736787152,0.131411655582214,-0.952599921119006,-1.5275522844858,2.8910439093129,-1.03355033771448,-0.318942747325659,-0.185496287542844,-1.83949449030981,-0.430072377218033,-0.282597251120911,0.451705256027213,-0.326036414677707,-1.03711008164585,0.109637614336667,0.605429994547424,-0.596445029394962,0.0635880703020096,0.634556535588893,-0.630134409089681,0.996812642201876,0.722626845713346,-0.889933743140772,-1.24339519081088,-0.0897762512701943,-0.172753729245734,1.05548506629437,-0.577162393246911,-0.771907410737927,-1.00124816086046,-0.667633589614239,-0.989260085452664,0.193130023642436,1.30988117068146,-0.984327751560477,0.367935100221172,-0.412670443017588,-2.01648936812797
1,0.135571722252752,0.027331768025442,0.483691208523265,0.29063344768297,0.0390831200050867,-0.416354713748645,-0.237882712822947,-0.425031439471528,0.317480568337996,-0.623955266445771,-0.793779762457859,-0.754452519941794,0.522419439478098,0.51941135891754,-0.76995544666662,-0.726091956229672,0.403734183694415,0.377830945201984,-0.163490319486357,-0.108189115025795,-0.133246504849539,-0.386634262083732,-0.353652593375825,0.606822036352993,0.562005001804629,-0.364180506909479,0.0779122305607424,0.778527287016373,-0.323574620935033,0.602271157042417,0.631639219601702,0.697012052828812,-0.603422533751049,-0.0111286058346716,-0.305964267194382,-0.503350182775741,-0.0356847493753811,-0.34318435328833,-0.737345613252446,-0.45951730143946,-0.754567857456839,-0.0682962050665817,1.60324357451108,1.0878237667118,1.53767726597764,-2.1447129740627,0.321489405170769,-0.603904730902658,0.356973863255639,-1.13940007695146,1.58361818328382,1.70571073330828,-0.438128191716012,0.366531551626702,-0.382276393666106,0.0846833497521802,-1.35084311447635,-0.0140341123633809,0.0437148440449736,0.61158220967605,-0.759137553500911,-0.48112443043485,-0.28974445375815,-0.557159975624859,0.909527526564717,1.11677853397886,-0.544644954626314,1.48321209639602,0.577732732091552,-0.39161542395526,-0.171707798249187
